"群","H","K","A","LHS","RHS","成立"
"Z₆（6元、可換）","{0}","{0}","{0}","1","1","成立"
"Z₆（6元、可換）","{0}","{0}","{1}","1","1","成立"
"Z₆（6元、可換）","{0}","{0}","{0,1}","2","2","成立"
"Z₆（6元、可換）","{0}","{0}","{2}","1","1","成立"
"Z₆（6元、可換）","{0}","{0}","{0,2}","2","2","成立"
"Z₆（6元、可換）","{0}","{0}","{1,2}","2","2","成立"
"Z₆（6元、可換）","{0}","{0}","{0,1,2}","3","3","成立"
"Z₆（6元、可換）","{0}","{0}","{3}","1","1","成立"
"Z₆（6元、可換）","{0}","{0}","{0,3}","2","2","成立"
"Z₆（6元、可換）","{0}","{0}","{1,3}","2","2","成立"
"Z₆（6元、可換）","{0}","{0}","{0,1,3}","3","3","成立"
"Z₆（6元、可換）","{0}","{0}","{2,3}","2","2","成立"
"Z₆（6元、可換）","{0}","{0}","{0,2,3}","3","3","成立"
"Z₆（6元、可換）","{0}","{0}","{1,2,3}","3","3","成立"
"Z₆（6元、可換）","{0}","{0}","{0,1,2,3}","4","4","成立"
"Z₆（6元、可換）","{0}","{0}","{4}","1","1","成立"
"Z₆（6元、可換）","{0}","{0}","{0,4}","2","2","成立"
"Z₆（6元、可換）","{0}","{0}","{1,4}","2","2","成立"
"Z₆（6元、可換）","{0}","{0}","{0,1,4}","3","3","成立"
"Z₆（6元、可換）","{0}","{0}","{2,4}","2","2","成立"
"Z₆（6元、可換）","{0}","{0}","{0,2,4}","3","3","成立"
"Z₆（6元、可換）","{0}","{0}","{1,2,4}","3","3","成立"
"Z₆（6元、可換）","{0}","{0}","{0,1,2,4}","4","4","成立"
"Z₆（6元、可換）","{0}","{0}","{3,4}","2","2","成立"
"Z₆（6元、可換）","{0}","{0}","{0,3,4}","3","3","成立"
"Z₆（6元、可換）","{0}","{0}","{1,3,4}","3","3","成立"
"Z₆（6元、可換）","{0}","{0}","{0,1,3,4}","4","4","成立"
"Z₆（6元、可換）","{0}","{0}","{2,3,4}","3","3","成立"
"Z₆（6元、可換）","{0}","{0}","{0,2,3,4}","4","4","成立"
"Z₆（6元、可換）","{0}","{0}","{1,2,3,4}","4","4","成立"
"Z₆（6元、可換）","{0}","{0}","{0,1,2,3,4}","5","5","成立"
"Z₆（6元、可換）","{0}","{0}","{5}","1","1","成立"
"Z₆（6元、可換）","{0}","{0}","{0,5}","2","2","成立"
"Z₆（6元、可換）","{0}","{0}","{1,5}","2","2","成立"
"Z₆（6元、可換）","{0}","{0}","{0,1,5}","3","3","成立"
"Z₆（6元、可換）","{0}","{0}","{2,5}","2","2","成立"
"Z₆（6元、可換）","{0}","{0}","{0,2,5}","3","3","成立"
"Z₆（6元、可換）","{0}","{0}","{1,2,5}","3","3","成立"
"Z₆（6元、可換）","{0}","{0}","{0,1,2,5}","4","4","成立"
"Z₆（6元、可換）","{0}","{0}","{3,5}","2","2","成立"
"Z₆（6元、可換）","{0}","{0}","{0,3,5}","3","3","成立"
"Z₆（6元、可換）","{0}","{0}","{1,3,5}","3","3","成立"
"Z₆（6元、可換）","{0}","{0}","{0,1,3,5}","4","4","成立"
"Z₆（6元、可換）","{0}","{0}","{2,3,5}","3","3","成立"
"Z₆（6元、可換）","{0}","{0}","{0,2,3,5}","4","4","成立"
"Z₆（6元、可換）","{0}","{0}","{1,2,3,5}","4","4","成立"
"Z₆（6元、可換）","{0}","{0}","{0,1,2,3,5}","5","5","成立"
"Z₆（6元、可換）","{0}","{0}","{4,5}","2","2","成立"
"Z₆（6元、可換）","{0}","{0}","{0,4,5}","3","3","成立"
"Z₆（6元、可換）","{0}","{0}","{1,4,5}","3","3","成立"
"Z₆（6元、可換）","{0}","{0}","{0,1,4,5}","4","4","成立"
"Z₆（6元、可換）","{0}","{0}","{2,4,5}","3","3","成立"
"Z₆（6元、可換）","{0}","{0}","{0,2,4,5}","4","4","成立"
"Z₆（6元、可換）","{0}","{0}","{1,2,4,5}","4","4","成立"
"Z₆（6元、可換）","{0}","{0}","{0,1,2,4,5}","5","5","成立"
"Z₆（6元、可換）","{0}","{0}","{3,4,5}","3","3","成立"
"Z₆（6元、可換）","{0}","{0}","{0,3,4,5}","4","4","成立"
"Z₆（6元、可換）","{0}","{0}","{1,3,4,5}","4","4","成立"
"Z₆（6元、可換）","{0}","{0}","{0,1,3,4,5}","5","5","成立"
"Z₆（6元、可換）","{0}","{0}","{2,3,4,5}","4","4","成立"
"Z₆（6元、可換）","{0}","{0}","{0,2,3,4,5}","5","5","成立"
"Z₆（6元、可換）","{0}","{0}","{1,2,3,4,5}","5","5","成立"
"Z₆（6元、可換）","{0}","{0}","{0,1,2,3,4,5}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0}","2","2","成立"
"Z₆（6元、可換）","{0}","{0,3}","{1}","2","2","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,1}","4","4","成立"
"Z₆（6元、可換）","{0}","{0,3}","{2}","2","2","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,2}","4","4","成立"
"Z₆（6元、可換）","{0}","{0,3}","{1,2}","4","4","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,1,2}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,3}","{3}","2","2","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,3}","4","4","成立"
"Z₆（6元、可換）","{0}","{0,3}","{1,3}","4","4","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,1,3}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,3}","{2,3}","4","4","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,2,3}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,3}","{1,2,3}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,1,2,3}","8","8","成立"
"Z₆（6元、可換）","{0}","{0,3}","{4}","2","2","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,4}","4","4","成立"
"Z₆（6元、可換）","{0}","{0,3}","{1,4}","4","4","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,1,4}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,3}","{2,4}","4","4","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,2,4}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,3}","{1,2,4}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,1,2,4}","8","8","成立"
"Z₆（6元、可換）","{0}","{0,3}","{3,4}","4","4","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,3,4}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,3}","{1,3,4}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,1,3,4}","8","8","成立"
"Z₆（6元、可換）","{0}","{0,3}","{2,3,4}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,2,3,4}","8","8","成立"
"Z₆（6元、可換）","{0}","{0,3}","{1,2,3,4}","8","8","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,1,2,3,4}","10","10","成立"
"Z₆（6元、可換）","{0}","{0,3}","{5}","2","2","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,5}","4","4","成立"
"Z₆（6元、可換）","{0}","{0,3}","{1,5}","4","4","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,1,5}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,3}","{2,5}","4","4","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,2,5}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,3}","{1,2,5}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,1,2,5}","8","8","成立"
"Z₆（6元、可換）","{0}","{0,3}","{3,5}","4","4","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,3,5}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,3}","{1,3,5}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,1,3,5}","8","8","成立"
"Z₆（6元、可換）","{0}","{0,3}","{2,3,5}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,2,3,5}","8","8","成立"
"Z₆（6元、可換）","{0}","{0,3}","{1,2,3,5}","8","8","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,1,2,3,5}","10","10","成立"
"Z₆（6元、可換）","{0}","{0,3}","{4,5}","4","4","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,4,5}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,3}","{1,4,5}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,1,4,5}","8","8","成立"
"Z₆（6元、可換）","{0}","{0,3}","{2,4,5}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,2,4,5}","8","8","成立"
"Z₆（6元、可換）","{0}","{0,3}","{1,2,4,5}","8","8","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,1,2,4,5}","10","10","成立"
"Z₆（6元、可換）","{0}","{0,3}","{3,4,5}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,3,4,5}","8","8","成立"
"Z₆（6元、可換）","{0}","{0,3}","{1,3,4,5}","8","8","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,1,3,4,5}","10","10","成立"
"Z₆（6元、可換）","{0}","{0,3}","{2,3,4,5}","8","8","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,2,3,4,5}","10","10","成立"
"Z₆（6元、可換）","{0}","{0,3}","{1,2,3,4,5}","10","10","成立"
"Z₆（6元、可換）","{0}","{0,3}","{0,1,2,3,4,5}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0}","3","3","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{1}","3","3","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,1}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{2}","3","3","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,2}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{1,2}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,1,2}","9","9","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{3}","3","3","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,3}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{1,3}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,1,3}","9","9","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{2,3}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,2,3}","9","9","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{1,2,3}","9","9","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,1,2,3}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{4}","3","3","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,4}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{1,4}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,1,4}","9","9","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{2,4}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,2,4}","9","9","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{1,2,4}","9","9","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,1,2,4}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{3,4}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,3,4}","9","9","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{1,3,4}","9","9","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,1,3,4}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{2,3,4}","9","9","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,2,3,4}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{1,2,3,4}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,1,2,3,4}","15","15","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{5}","3","3","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,5}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{1,5}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,1,5}","9","9","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{2,5}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,2,5}","9","9","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{1,2,5}","9","9","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,1,2,5}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{3,5}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,3,5}","9","9","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{1,3,5}","9","9","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,1,3,5}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{2,3,5}","9","9","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,2,3,5}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{1,2,3,5}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,1,2,3,5}","15","15","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{4,5}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,4,5}","9","9","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{1,4,5}","9","9","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,1,4,5}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{2,4,5}","9","9","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,2,4,5}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{1,2,4,5}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,1,2,4,5}","15","15","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{3,4,5}","9","9","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,3,4,5}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{1,3,4,5}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,1,3,4,5}","15","15","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{2,3,4,5}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,2,3,4,5}","15","15","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{1,2,3,4,5}","15","15","成立"
"Z₆（6元、可換）","{0}","{0,2,4}","{0,1,2,3,4,5}","18","18","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{1}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,1}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{2}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,2}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{1,2}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,1,2}","18","18","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{3}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,3}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{1,3}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,1,3}","18","18","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{2,3}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,2,3}","18","18","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{1,2,3}","18","18","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,1,2,3}","24","24","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{4}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,4}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{1,4}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,1,4}","18","18","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{2,4}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,2,4}","18","18","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{1,2,4}","18","18","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,1,2,4}","24","24","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{3,4}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,3,4}","18","18","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{1,3,4}","18","18","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,1,3,4}","24","24","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{2,3,4}","18","18","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,2,3,4}","24","24","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{1,2,3,4}","24","24","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,1,2,3,4}","30","30","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{5}","6","6","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,5}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{1,5}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,1,5}","18","18","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{2,5}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,2,5}","18","18","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{1,2,5}","18","18","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,1,2,5}","24","24","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{3,5}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,3,5}","18","18","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{1,3,5}","18","18","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,1,3,5}","24","24","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{2,3,5}","18","18","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,2,3,5}","24","24","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{1,2,3,5}","24","24","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,1,2,3,5}","30","30","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{4,5}","12","12","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,4,5}","18","18","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{1,4,5}","18","18","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,1,4,5}","24","24","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{2,4,5}","18","18","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,2,4,5}","24","24","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{1,2,4,5}","24","24","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,1,2,4,5}","30","30","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{3,4,5}","18","18","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,3,4,5}","24","24","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{1,3,4,5}","24","24","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,1,3,4,5}","30","30","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{2,3,4,5}","24","24","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,2,3,4,5}","30","30","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{1,2,3,4,5}","30","30","成立"
"Z₆（6元、可換）","{0}","{0,1,2,3,4,5}","{0,1,2,3,4,5}","36","36","成立"
"Z₆（6元、可換）","{0,3}","{0}","{0}","2","2","成立"
"Z₆（6元、可換）","{0,3}","{0}","{1}","2","2","成立"
"Z₆（6元、可換）","{0,3}","{0}","{0,1}","4","4","成立"
"Z₆（6元、可換）","{0,3}","{0}","{2}","2","2","成立"
"Z₆（6元、可換）","{0,3}","{0}","{0,2}","4","4","成立"
"Z₆（6元、可換）","{0,3}","{0}","{1,2}","4","4","成立"
"Z₆（6元、可換）","{0,3}","{0}","{0,1,2}","6","6","成立"
"Z₆（6元、可換）","{0,3}","{0}","{3}","2","2","成立"
"Z₆（6元、可換）","{0,3}","{0}","{0,3}","4","4","成立"
"Z₆（6元、可換）","{0,3}","{0}","{1,3}","4","4","成立"
"Z₆（6元、可換）","{0,3}","{0}","{0,1,3}","6","6","成立"
"Z₆（6元、可換）","{0,3}","{0}","{2,3}","4","4","成立"
"Z₆（6元、可換）","{0,3}","{0}","{0,2,3}","6","6","成立"
"Z₆（6元、可換）","{0,3}","{0}","{1,2,3}","6","6","成立"
"Z₆（6元、可換）","{0,3}","{0}","{0,1,2,3}","8","8","成立"
"Z₆（6元、可換）","{0,3}","{0}","{4}","2","2","成立"
"Z₆（6元、可換）","{0,3}","{0}","{0,4}","4","4","成立"
"Z₆（6元、可換）","{0,3}","{0}","{1,4}","4","4","成立"
"Z₆（6元、可換）","{0,3}","{0}","{0,1,4}","6","6","成立"
"Z₆（6元、可換）","{0,3}","{0}","{2,4}","4","4","成立"
"Z₆（6元、可換）","{0,3}","{0}","{0,2,4}","6","6","成立"
"Z₆（6元、可換）","{0,3}","{0}","{1,2,4}","6","6","成立"
"Z₆（6元、可換）","{0,3}","{0}","{0,1,2,4}","8","8","成立"
"Z₆（6元、可換）","{0,3}","{0}","{3,4}","4","4","成立"
